ANC data (sentinel)
FPC data
GUD data
CSW data
1996	416	0.500	1.000	1.000	0.000	0.000	1	0.500
1996	295	0.464	1.000	1.000	0.000	0.000	1	0.464
1998	249	0.426	1.000	1.000	0.000	0.000	1	0.426
1998	121	0.686	1.000	1.000	0.000	0.000	1	0.686
2001	101	0.780	1.000	1.000	0.000	0.000	1	0.780
2004	775	0.596	1.000	1.000	0.000	0.000	1	0.596
2004	276	0.591	1.000	1.000	0.000	0.000	1	0.591
2012	349	0.669	1.000	1.000	0.000	0.000	1	0.669
2013	764	0.718	1.000	1.000	0.000	0.000	1	0.718
2013	650	0.397	1.000	1.000	0.000	0.000	1	0.397
2013	766	0.535	1.000	1.000	0.000	0.000	1	0.535
Household data (sentinel)
ANC data (national)
1997	1	0.127	0.008971084	1.000	0.977
1997	2	0.197	0.008793456	1.000	0.977
1997	3	0.182	0.009190873	1.000	0.977
1997	4	0.145	0.010301184	1.000	0.977
1997	5	0.095	0.010629643	1.000	0.977
1998	1	0.192	0.01377551	1.000	0.977
1998	2	0.240	0.010204082	1.000	0.977
1998	3	0.249	0.010969388	1.000	0.977
1998	4	0.176	0.010204082	1.000	0.977
1998	5	0.130	0.01122449	1.000	0.977
1999	1	0.165	0.008163265	1.000	0.977
1999	2	0.256	0.008418367	1.000	0.977
1999	3	0.264	0.009438776	1.000	0.977
1999	4	0.217	0.011989796	1.000	0.977
1999	5	0.162	0.010714286	1.000	0.977
2000	1	0.161	0.008163265	1.000	0.977
2000	2	0.291	0.008673469	1.000	0.977
2000	3	0.306	0.009183673	1.000	0.977
2000	4	0.233	0.009183673	1.000	0.977
2000	5	0.158	0.009693878	1.000	0.977
2001	1	0.154	0.007908163	1.000	0.977
2001	2	0.284	0.009438776	1.000	0.977
2001	3	0.314	0.009693878	1.000	0.977
2001	4	0.256	0.010714286	1.000	0.977
2001	5	0.193	0.011479592	1.000	0.977
2002	1	0.148	0.006887755	1.000	0.977
2002	2	0.291	0.007908163	1.000	0.977
2002	3	0.345	0.009693878	1.000	0.977
2002	4	0.295	0.010714286	1.000	0.977
2002	5	0.198	0.011479592	1.000	0.977
2003	1	0.158	0.007397959	1.000	0.977
2003	2	0.303	0.007653061	1.000	0.977
2003	3	0.354	0.009183673	1.000	0.977
2003	4	0.309	0.010204082	1.000	0.977
2003	5	0.234	0.012755102	1.000	0.977
2004	1	0.161	0.007142857	1.000	0.977
2004	2	0.308	0.007653061	1.000	0.977
2004	3	0.385	0.008928571	1.000	0.977
2004	4	0.344	0.01122449	1.000	0.977
2004	5	0.245	0.013520408	1.000	0.977
2005	1	0.159	0.006632653	1.000	0.977
2005	2	0.306	0.008163265	1.000	0.977
2005	3	0.395	0.009183673	1.000	0.977
2005	4	0.364	0.010714286	1.000	0.977
2005	5	0.28	0.014285714	1.000	0.977
2006	1	0.137	0.004591837	1.000	0.977
2006	2	0.280	0.005612245	1.000	0.977
2006	3	0.387	0.007397959	1.000	0.977
2006	4	0.370	0.007653061	1.000	0.977
2006	5	0.293	0.009693878	1.000	0.977
2007	1	0.129	0.004336735	1.000	0.977
2007	2	0.281	0.004336735	1.000	0.977
2007	3	0.379	0.005612245	1.000	0.977
2007	4	0.402	0.007142857	1.000	0.977
2007	5	0.332	0.009183673	1.000	0.977
2008	1	0.141	0.004846939	1.000	0.977
2008	2	0.269	0.005102041	1.000	0.977
2008	3	0.379	0.007397959	1.000	0.977
2008	4	0.404	0.008418367	1.000	0.977
2008	5	0.324	0.009693878	1.000	0.977
2009	1	0.137	0.004591837	1.000	0.977
2009	2	0.266	0.005102041	1.000	0.977
2009	3	0.371	0.006632653	1.000	0.977
2009	4	0.415	0.008163265	1.000	0.977
2009	5	0.354	0.009693878	1.000	0.977
2010	1	0.140	0.004591837	1.000	0.977
2010	2	0.267	0.005357143	1.000	0.977
2010	3	0.373	0.006887755	1.000	0.977
2010	4	0.426	0.008418367	1.000	0.977
2010	5	0.384	0.010714286	1.000	0.977
2011	1	0.127	0.004591837	1.000	0.977
2011	2	0.253	0.005357143	1.000	0.977
2011	3	0.363	0.006632653	1.000	0.977
2011	4	0.422	0.007908163	1.000	0.977
2011	5	0.395	0.010204082	1.000	0.977
2012	1	0.124	0.004336735	1.000	0.977
2012	2	0.242	0.004846939	1.000	0.977
2012	3	0.368	0.006632653	1.000	0.977
2012	4	0.428	0.008163265	1.000	0.977
2012	5	0.402	0.009438776	1.000	0.977
2013	1	0.127	0.004336735	1.000	0.977
2013	2	0.240	0.004846939	1.000	0.977
2013	3	0.349	0.006632653	1.000	0.977
2013	4	0.425	0.008163265	1.000	0.977
2013	5	0.425	0.009438776	1.000	0.977
2014	1	0.121	0.004336735	1.000	0.977
2014	2	0.232	0.004846939	1.000	0.977
2014	3	0.344	0.006632653	1.000	0.977
2014	4	0.433	0.008163265	1.000	0.977
2014	5	0.447	0.009438776	1.000	0.977
2015	1	0.118	0.004336735	1.000	0.977
2015	2	0.232	0.004846939	1.000	0.977
2015	3	0.347	0.006632653	1.000	0.977
2015	4	0.439	0.008163265	1.000	0.977
2015	5	0.467	0.009438776	1.000	0.977
Household data (national)
2005	1	0.094	0.013390395170580500	1.000	1.000
2005	2	0.239	0.021998805507742100	1.000	1.000
2005	3	0.333	0.029965869810041200	1.000	1.000
2005	4	0.26	0.024062130171377500	1.000	1.000
2005	5	0.193	0.024729642776406800	1.000	1.000
2005	6	0.124	0.017244690643324600	1.000	1.000
2005	7	0.087	0.016509020990460000	1.000	1.000
2005	8	0.075	0.015843354447366600	1.000	1.000
2005	9	0.03	0.009607919528724920	1.000	1.000
2008	1	0.067	0.010202484685278100	1.000	1.000
2008	2	0.211	0.019353720747052000	1.000	1.000
2008	3	0.327	0.028929069719988500	1.000	1.000
2008	4	0.291	0.031215909914989600	1.000	1.000
2008	5	0.248	0.023488380614337800	1.000	1.000
2008	6	0.163	0.022141370909293800	1.000	1.000
2008	7	0.141	0.025013045709775500	1.000	1.000
2008	8	0.102	0.022671125717676900	1.000	1.000
2008	9	0.077	0.018780180926139800	1.000	1.000
2012	1	0.056	0.008291995338736290	1.000	1.000
2012	2	0.174	0.015293307116451500	1.000	1.000
2012	3	0.284	0.024330126514900400	1.000	1.000
2012	4	0.36	0.026880669910622300	1.000	1.000
2012	5	0.316	0.025302942803725300	1.000	1.000
2012	6	0.28	0.028382666842239400	1.000	1.000
2012	7	0.197	0.022713198913940300	1.000	1.000
2012	8	0.148	0.019316759684730000	1.000	1.000
2012	9	0.097	0.015909374442288300	1.000	1.000
