1	1	0.816214	0.836777	0.008284	0.244357	0.769837	0.769100	0.866144	0.937437	0.092068	0.644562	0.601067	0.817891
2	1	0.178827	0.587262	0.028091	0.532843	0.629230	0.407477	0.977084	0.329893	0.519408	0.323563	0.727741	0.670991
3	1	0.204161	0.624510	0.381292	0.711625	0.816919	0.784582	0.285057	0.608698	0.350700	0.166694	0.070087	0.286465
4	1	0.927008	0.869391	0.453475	0.369266	0.469053	0.407330	0.647919	0.313415	0.010379	0.367062	0.202398	0.074479
5	1	0.208202	0.497570	0.425497	0.568545	0.644510	0.955230	0.345326	0.212517	0.247366	0.642258	0.021381	0.527118
6	1	0.834055	0.119011	0.110202	0.056779	0.228789	0.592020	0.973327	0.854021	0.005744	0.706536	0.633966	0.576976
7	1	0.278390	0.435392	0.313810	0.332221	0.186363	0.593231	0.226634	0.533249	0.978199	0.612914	0.456206	0.681443
8	1	0.001064	0.004805	0.197887	0.864255	0.784092	0.161162	0.849523	0.260942	0.194381	0.760643	0.469181	0.257706
9	1	0.479132	0.298776	0.136255	0.137162	0.044462	0.465579	0.854631	0.295713	0.283547	0.704870	0.451182	0.850221
10	1	0.889811	0.277305	0.300718	0.109959	0.260915	0.845976	0.124212	0.661736	0.789492	0.489568	0.173210	0.220167
11	1	0.995846	0.723809	0.901933	0.684715	0.974137	0.776291	0.690754	0.306734	0.346391	0.130539	0.229886	0.602938
12	1	0.343509	0.680838	0.749496	0.179536	0.431306	0.848408	0.077045	0.024798	0.192898	0.183731	0.472243	0.967175
13	1	0.900454	0.606011	0.605803	0.575406	0.045632	0.721464	0.613358	0.378343	0.475681	0.615936	0.573680	0.326824
14	1	0.618215	0.880451	0.827465	0.545015	0.264721	0.389772	0.926355	0.659969	0.873582	0.173488	0.261998	0.573006
15	1	0.626315	0.923386	0.003225	0.635816	0.571456	0.386096	0.267975	0.845111	0.045973	0.154034	0.715855	0.458425
16	1	0.874569	0.603547	0.347800	0.249410	0.890582	0.485334	0.292972	0.526624	0.097983	0.315263	0.854338	0.924739
17	1	0.015284	0.922169	0.204264	0.077281	0.437628	0.350015	0.780336	0.123432	0.580595	0.588491	0.896658	0.144348
18	1	0.008769	0.887904	0.888921	0.958466	0.042828	0.291488	0.084396	0.823834	0.667418	0.504625	0.059254	0.947014
19	1	0.888924	0.957122	0.397555	0.021856	0.778914	0.446112	0.984689	0.580568	0.572563	0.694467	0.258520	0.480976
20	1	0.028615	0.528402	0.897933	0.245016	0.024019	0.758630	0.676304	0.474859	0.909287	0.743975	0.205878	0.366237
21	1	0.108900	0.740296	0.511268	0.665601	0.021441	0.487350	0.967590	0.954321	0.124576	0.324418	0.548201	0.928586
22	1	0.574754	0.955353	0.044361	0.006006	0.332480	0.057691	0.231536	0.268304	0.347302	0.380911	0.208013	0.659534
23	1	0.536159	0.438073	0.393454	0.872622	0.987102	0.426418	0.367383	0.421217	0.260938	0.140355	0.200175	0.324585
24	1	0.705652	0.688262	0.008692	0.472288	0.025102	0.148868	0.856433	0.202199	0.092723	0.773791	0.685570	0.378234
25	1	0.309016	0.304069	0.471075	0.916553	0.695178	0.250609	0.737630	0.650874	0.437392	0.786336	0.561788	0.880984
26	1	0.089137	0.468492	0.903629	0.050561	0.632895	0.552560	0.132420	0.079174	0.378749	0.765684	0.802807	0.504664
27	1	0.486332	0.236557	0.130602	0.222082	0.873754	0.628656	0.603077	0.617982	0.728080	0.954612	0.777120	0.584173
28	1	0.224300	0.136417	0.631900	0.175301	0.265965	0.200967	0.925178	0.720249	0.473573	0.148247	0.408006	0.628294
29	1	0.571468	0.503973	0.766602	0.696264	0.719146	0.159702	0.686386	0.617179	0.748739	0.840821	0.775390	0.347552
30	1	0.504025	0.255189	0.264811	0.881963	0.111072	0.301781	0.881378	0.556794	0.325815	0.890820	0.009914	0.447841
31	1	0.553935	0.025748	0.584037	0.087153	0.305448	0.350744	0.330506	0.200455	0.307051	0.182743	0.857761	0.387683
32	1	0.833128	0.104457	0.864739	0.221742	0.253373	0.820806	0.461320	0.587725	0.696875	0.084078	0.821485	0.027967
33	1	0.213129	0.569698	0.999949	0.775991	0.684279	0.618494	0.472557	0.355245	0.027640	0.803298	0.202715	0.366802
34	1	0.101477	0.929655	0.855891	0.654224	0.613042	0.851320	0.931386	0.134268	0.924115	0.261235	0.653580	0.876458
35	1	0.316644	0.073486	0.225373	0.892380	0.156773	0.354651	0.165866	0.316330	0.217368	0.467873	0.911319	0.291769
36	1	0.181691	0.789938	0.905643	0.684785	0.591370	0.136987	0.254157	0.709511	0.926236	0.547819	0.103128	0.233030
37	1	0.721174	0.503057	0.254242	0.480838	0.056202	0.199297	0.504150	0.918349	0.909214	0.392766	0.762867	0.413377
38	1	0.957706	0.430195	0.498965	0.663953	0.367029	0.874697	0.156527	0.684906	0.010679	0.776462	0.567024	0.878621
39	1	0.614586	0.743441	0.381697	0.147507	0.318294	0.657180	0.055608	0.545000	0.267610	0.471140	0.074853	0.061295
40	1	0.565261	0.173653	0.981600	0.103770	0.250548	0.407789	0.141893	0.986140	0.031478	0.504231	0.005724	0.311677
41	1	0.261293	0.699051	0.600422	0.004093	0.374484	0.902704	0.343886	0.718798	0.325497	0.301725	0.924138	0.952085
42	1	0.950638	0.947106	0.479983	0.207223	0.569690	0.297950	0.369396	0.315092	0.004333	0.766703	0.358168	0.180550
