BaseModalityCost	
6.586820619	4.731937196
5.941111229	3.968432968
5.932933547	3.933510016
5.912762398	3.942599039
5.917555939	3.942599039
7.50183691	5.096580107
6.417528449	4.57265037
5.920355827	3.942599039
NewModalityCost	
4.743684325	4.172984111
6.14684361	5.585126904
5.690396071	4.162270391
7.632483074	6.104691713
4.636349956	4.675172937
6.172921594	4.640959884
4.154249731	3.598354985
17.97760746	17.42543013
7.630590029	7.070851104
8.654598353	6.81188823
6.914597807	5.131898592
5.99177837	3.721823757
AnnARTcost	
280.0654194	
AnnCTXcost	
7.326437494	
CondomCost	
0.036846044	
MMCcost	
116.5030021	
PMTCTcost[2]	
20.30702952	195.6095331
AnnPrEPcost	
221.664111	
InfantTestCost[2]	
29.21053267	27.50276029
PalliativeCareCost	
62.47768613	
